customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServiceCost,LogTotalServiceCost
7442-YGZFK,1,1,0,1,49.8,49.8,0,49.8,3.927896354584436
0420-BWTPW,8,0,0,3,25.5,215.2,1,204.0,5.3230099791384085
8229-BUJHX,71,1,2,0,20.5,1500.95,0,1455.5,7.283791576399489
7449-HVPIV,55,1,0,1,90.4,5099.15,0,4972.0,8.511778558714738
5504-WSIUR,70,1,1,0,90.25,6385.95,0,6317.5,8.751237117198736
8183-ONMXC,2,1,0,2,80.75,159.45,1,161.5,5.090678001769792
8466-PZBLH,67,1,2,0,104.6,6885.75,0,7008.2,8.854978850834264
9614-RMGHA,65,1,0,0,91.85,5940.85,1,5970.25,8.694711564704171
8735-IJJEG,14,1,0,1,50.2,668.85,0,702.8000000000001,6.5564942248874845
0564-MUUQK,20,1,0,0,95.5,1916.2,0,1910.0,7.555381944240273
5054-IEXZT,1,1,0,2,75.35,75.35,1,75.35,4.335328031664641
5834-ASPWA,1,1,0,2,75.45,75.45,1,75.45,4.336636932375072
0701-RFGFI,49,1,0,0,95.4,4613.95,0,4674.6,8.450112775733615
0019-EFAEP,72,1,2,0,101.3,7261.25,0,7293.599999999999,8.894889627376788
5619-PTMIK,46,1,0,2,53.1,2459.8,0,2442.6,7.801227640775612
3737-XBQDD,24,1,0,0,84.85,2048.8,0,2036.3999999999999,7.619429764155966
5882-CMAZQ,5,0,0,2,34.25,163.55,0,171.25,5.148946909893768
5846-QFDFI,33,1,0,1,88.6,2888.7,0,2923.7999999999997,7.980981381259831
4445-KWOKW,42,1,1,0,60.15,2421.6,0,2526.2999999999997,7.834906818189038
3511-APPBJ,23,1,1,1,99.95,2292.75,0,2298.85,7.74059918239919
7967-HYCDE,8,1,0,0,70.7,553.4,0,565.6,6.339653587396416
2430-RRYUW,66,1,1,3,54.8,3465.7,0,3616.7999999999997,8.193621385267534
3948-XHGNA,24,1,0,0,49.55,1210.4,1,1189.1999999999998,7.081876639210751
3723-BFBGR,24,1,0,1,54.8,1291.3,0,1315.1999999999998,7.182504076022019
0565-IYCGT,69,1,1,1,78.6,5356.45,1,5423.4,8.59866257321379
5447-WZAFP,53,1,1,3,100.3,5200.8,0,5315.9,8.578645705729203
5110-CHOPY,60,0,2,2,53.6,3237.05,0,3216.0,8.076204527239026
5445-UTODQ,7,1,0,2,81.1,576.65,1,567.6999999999999,6.343353054312754
4425-OWHWB,20,1,1,1,19.35,433.75,0,387.0,5.961005339623274
7892-QVYKW,23,1,0,2,85.6,1868.4,0,1968.8,7.585687293735602
9675-ICXCT,72,1,2,2,80.8,5728.55,0,5817.599999999999,8.668814961960555
1024-VRZHF,11,1,0,2,74.95,825.7,1,824.45,6.715928692173877
4703-MQYKT,21,1,2,3,19.6,390.4,0,411.6,6.022478600637151
9497-QCMMS,1,1,0,2,93.55,93.55,1,93.55,4.549128795104466
5692-ICXLW,31,1,0,2,90.7,2845.15,0,2811.7000000000003,7.941900155095512
0602-DDUML,57,1,2,3,69.75,3894.4,0,3975.75,8.28822018177847
2208-MPXIO,45,1,2,0,20.0,886.4,0,900.0,6.803505257608338
1960-UYCNN,10,1,0,2,95.25,1021.55,0,952.5,6.860139425040474
0348-SDKOL,58,1,0,1,102.1,5885.4,1,5921.799999999999,8.686564589034564
3190-FZATL,14,1,0,3,19.95,268.4,0,279.3,5.635860458170742
7336-RLLRH,27,1,1,3,80.85,2204.35,0,2182.95,7.688890442829836
4373-MAVJG,14,1,0,0,90.9,1259.0,1,1272.6000000000001,7.149602815090119
8901-HJXTF,12,0,0,3,29.2,309.1,1,350.4,5.861925175752996
7710-JSYOA,69,1,2,0,93.3,6398.05,0,6437.7,8.770081935367212
5419-KLXBN,25,1,0,0,89.15,2257.75,1,2228.75,7.709644750546317
3424-NMNBO,58,1,1,2,108.85,6287.25,1,6313.299999999999,8.750572181451355
9885-MFVSU,35,0,2,1,46.35,1662.05,0,1622.25,7.392185591388596
4514-GFCFI,16,1,0,2,84.75,1350.15,1,1356.0,7.213031659834869
0607-MVMGC,45,1,1,1,78.75,3600.65,0,3543.75,8.173222914617668
3365-SAIGS,17,1,0,2,83.55,1329.15,0,1420.35,7.25936240318762
9828-AOQLM,1,1,0,2,45.7,45.7,1,45.7,3.8437441646748516
8022-BECSI,22,1,1,3,19.6,422.5,0,431.20000000000005,6.068888444072786
8000-REIQB,1,1,0,2,69.95,69.95,1,69.95,4.261975403606051
9993-LHIEB,67,1,2,3,67.85,4627.65,0,4545.95,8.42221195750328
0266-CLZKZ,67,1,2,0,105.65,6717.9,0,7078.55,8.864965625345752
7615-ESMYF,2,0,0,2,44.6,97.1,1,89.2,4.502029427068578
3858-VOBET,23,1,0,2,74.95,1710.45,1,1723.8500000000001,7.452895369162784
7020-OZKXZ,9,1,0,1,75.5,637.4,0,679.5,6.522827822091521
3977-QCRSL,5,1,0,3,20.15,117.95,0,100.75,4.622518824322705
0017-DINOC,54,0,2,1,45.2,2460.55,0,2440.8,7.800490751234755
1447-PJGGA,57,1,2,2,95.25,5464.65,1,5429.25,8.599740452383802
8565-CLBZW,24,1,0,3,89.85,2165.05,1,2156.3999999999996,7.676659071941328
9139-WQQDY,49,1,1,3,100.45,4941.8,1,4922.05,8.50168353611532
0224-HJAPT,5,1,0,2,47.15,223.15,1,235.75,5.467004732066187
8086-OVPWV,2,1,0,2,80.2,181.1,1,160.4,5.083885755835849
9430-FRQOC,4,1,0,3,87.1,341.45,1,348.4,5.8562173976999565
7639-OPLNG,70,1,2,0,79.25,5731.85,0,5547.5,8.621282899940619
3074-GQWYX,5,1,0,0,75.9,357.75,1,379.5,5.941486177301741
1492-QGCLU,53,1,0,2,85.7,4616.1,0,4542.1,8.421364877403564
6845-RGTYS,47,1,0,2,98.75,4533.7,1,4641.25,8.442954441480705
7328-OWMOM,31,1,1,1,20.1,589.25,0,623.1,6.436310611939997
4418-LZMSV,13,1,0,0,61.8,750.1,0,803.4,6.690096657898497
5155-AZQPB,28,1,0,3,49.9,1410.25,0,1397.2,7.242940974077885
8861-HGGKB,10,1,0,2,86.45,830.85,1,864.5,6.7633073746162635
1087-GRUYI,38,1,2,0,20.4,743.5,0,775.1999999999999,6.654410218934806
7065-YUNRY,1,1,0,3,45.3,45.3,1,45.3,3.835141961092188
7694-VLBWQ,67,1,1,2,104.1,7040.85,1,6974.7,8.850187960076935
2546-KZAAT,52,1,1,3,75.4,3865.45,0,3920.8,8.274306011065416
0181-RITDD,62,1,2,3,108.15,6825.65,0,6705.3,8.810802662082809
5989-PGKJB,16,1,0,2,86.25,1340.1,0,1380.0,7.2305631534092925
4795-KTRTH,5,1,0,2,81.0,371.65,1,405.0,6.0063531596017325
8272-ONJLV,12,1,1,2,95.7,1184.0,0,1148.4,7.046995346073642
1488-PBLJN,72,1,2,0,116.85,8477.7,0,8413.199999999999,9.037676033775263
0308-GIQJT,71,1,1,0,105.75,7382.85,0,7508.25,8.923890872926947
3778-FOAQW,24,1,1,3,20.15,456.85,0,483.59999999999997,6.183323808382426
4452-ROHMO,15,1,2,3,19.6,331.6,0,294.0,5.68697535633982
6481-OGDOO,67,1,1,1,90.6,6056.15,1,6070.2,8.711311558089703
3090-LETTY,2,1,0,0,60.95,134.6,0,121.9,4.811371016571989
5349-AZPEW,5,0,0,3,25.05,125.5,0,125.25,4.838264068155469
3753-TSEMP,15,1,0,2,88.15,1390.6,1,1322.25,7.187846110738097
8305-VHZBZ,1,1,0,3,20.2,20.2,1,20.2,3.054001181677967
9720-JJJOR,41,1,1,0,60.3,2511.3,0,2472.2999999999997,7.813308570313551
8100-HZZLJ,43,1,0,2,63.95,2737.05,0,2749.85,7.919665233810954
8775-ERLNB,1,1,0,2,74.3,74.3,0,74.3,4.321480134805848
8309-IEYJD,1,1,0,3,70.6,70.6,0,70.6,4.2710950739666
9172-JITSM,26,1,0,2,90.8,2361.8,1,2360.7999999999997,7.767179319167181
6298-QDFNH,22,1,0,2,79.35,1730.35,1,1745.6999999999998,7.465483572434347
7398-HPYZQ,71,1,2,0,90.55,6404.0,0,6429.05,8.768737593251199
3546-GHEAE,7,1,2,3,19.45,165.35,0,136.15,4.9210752173836125
7361-YPXFS,28,1,0,0,64.45,1867.6,0,1804.6000000000001,7.498648225503326
6557-BZXLQ,16,1,0,2,69.65,1043.3,0,1114.4,7.016968363955454
2550-QHZGP,7,1,1,3,19.5,128.6,0,136.5,4.923623917106626
7519-JTWQH,69,1,2,0,110.5,7455.45,0,7624.5,8.939253173096239
2538-OIMXF,1,0,0,3,24.7,24.7,0,24.7,3.246490991901174
8543-MSDMF,3,1,0,2,77.4,206.15,0,232.20000000000002,5.451896454476337
9961-JBNMK,21,1,0,0,96.8,2030.3,1,2032.8,7.617661243357037
1170-SASML,69,1,0,0,85.4,5869.4,0,5892.6,8.681622295368603
4872-JCVCA,71,0,2,0,47.6,3377.8,0,3379.6,8.125808487516077
5346-BZCHP,69,1,2,3,19.4,1346.2,0,1338.6,7.2001263409200496
2038-LLMLM,48,1,0,2,103.85,4946.05,0,4984.799999999999,8.514349150964502
6173-ITPWD,47,1,0,0,83.35,4065.0,1,3917.45,8.273451446426822
9734-UYXQI,2,1,0,2,49.4,106.55,1,98.8,4.603168183317418
1216-BGTSP,45,1,0,1,108.45,4964.7,0,4880.25,8.493156613587995
4138-NAXED,51,1,0,0,81.0,4085.75,0,4131.0,8.326516830239528
2189-UXTKY,22,1,0,2,79.2,1742.75,1,1742.4,7.4635925085774755
0744-BIKKF,72,1,2,0,86.65,6224.8,0,6238.8,8.73870340956777
7483-IQWIB,37,1,0,2,92.95,3415.25,0,3439.15,8.143270354067951
5248-KWLAR,71,1,2,2,90.35,6325.25,0,6414.849999999999,8.766526770220686
4958-GZWIY,7,1,0,2,48.7,340.25,1,340.90000000000003,5.834518296645256
7996-MHXLW,66,1,2,1,25.15,1683.6,0,1659.8999999999999,7.4151149031049535
7833-PKIHD,51,1,1,0,76.4,3966.3,0,3896.4,8.268064943130033
7061-OVMIM,30,1,1,0,19.55,608.5,0,586.5,6.375876246018314
5153-RTHKF,34,1,0,2,85.35,2896.6,0,2901.8999999999996,7.973465516307649
1852-QSWCD,64,1,2,3,24.8,1514.85,0,1587.2,7.37035657846111
4832-VRBMR,65,1,1,0,103.15,6792.45,0,6704.75,8.810720646283537
9079-LWTFD,47,1,0,3,100.75,4669.2,0,4735.25,8.46300096233281
6356-ELRKD,1,1,0,2,95.6,95.6,1,95.6,4.570578741218473
8624-GIOUT,49,1,0,1,59.75,2934.3,1,2927.75,7.982330989822006
3392-EHMNK,67,1,2,1,94.1,6302.8,0,6304.7,8.749209265234043
5986-WWXDV,39,1,1,0,19.35,779.2,0,754.6500000000001,6.6275783060161295
3061-BCKYI,14,1,0,3,19.9,283.75,0,278.59999999999997,5.633360010359655
6179-GJPSO,43,1,0,1,108.15,4600.7,1,4650.45,8.444934277930159
7901-TBKJX,56,1,0,2,101.05,5594.0,0,5658.8,8.641143834883863
7228-PAQPD,14,1,1,1,59.1,772.85,0,827.4,6.7194961295214295
3177-LASXD,1,1,0,2,71.35,71.35,1,71.35,4.281515453077493
7746-QYVCO,16,1,1,3,55.85,857.8,0,893.6,6.7963766909987475
5804-HYIEZ,70,1,0,2,106.05,7554.05,0,7423.5,8.912540621336117
9919-FZDED,72,1,2,1,84.1,5981.65,0,6055.2,8.708837819671043
5934-TSSAU,23,1,0,1,75.3,1702.9,0,1731.8999999999999,7.4575515846461995
3486-KHMLI,21,1,0,3,24.7,467.15,0,518.6999999999999,6.253251722014396
4897-QSUYC,1,1,0,3,20.15,20.15,1,20.15,3.0516399054922867
1084-UQCHV,1,1,0,0,69.75,69.75,1,69.75,4.259152536523347
8290-YWKHZ,32,1,0,2,93.2,2931.0,1,2982.4,8.000818868719831
2955-BJZHG,17,1,0,2,80.85,1400.85,1,1374.4499999999998,7.226536229285907
3806-DXQOM,4,0,0,2,33.65,137.85,1,134.6,4.909709375506295
6784-XYJAE,36,1,1,2,55.8,1941.5,0,2008.8,7.605790493614858
3933-DQPWX,50,0,2,1,39.7,1932.75,0,1985.0000000000002,7.593877844605118
6661-EIPZC,48,0,0,1,29.5,1423.05,0,1416.0,7.256297239690681
8957-THMOA,50,1,2,1,20.15,970.85,0,1007.4999999999999,6.916219357394266
2251-PYLPB,72,1,2,1,79.55,5810.9,0,5727.599999999999,8.653226451758082
5555-RNPGT,10,1,0,1,24.8,223.9,0,248.0,5.517452896464707
1057-FOGLZ,18,1,0,3,19.65,391.7,0,353.7,5.871272361779576
9300-RENDD,1,1,0,2,79.95,79.95,1,79.95,4.393831680123644
0761-AETCS,1,1,0,2,19.3,19.3,1,19.3,3.0106208860477417
8087-LGYHQ,9,1,0,2,94.05,811.65,0,846.4499999999999,6.742231840464063
4137-BTIKL,2,1,0,3,90.75,174.75,0,181.5,5.206750173022546
2190-BCXEC,40,1,0,1,78.85,3126.85,0,3154.0,8.056743774975313
6227-FBDXH,69,1,1,0,99.5,6841.45,0,6865.5,8.834409793970337
2153-MREFK,37,1,1,2,99.2,3754.6,1,3670.4,8.20832833969655
2911-WDXMV,18,1,0,1,80.55,1406.65,0,1449.8999999999999,7.279939332521639
7206-PQBBZ,11,1,0,2,70.2,834.7,0,772.2,6.650537747334176
3106-ULWFW,8,1,0,1,85.2,627.4,1,681.6,6.525909036472607
0925-VYDLG,3,1,0,2,75.25,242.0,1,225.75,5.423848088995246
4547-FZJWE,55,1,1,1,59.45,3157.0,0,3269.75,8.092774595390985
7422-WNBTY,33,1,0,2,93.35,3092.0,0,3080.5499999999997,8.033187996134687
0842-IWYCP,46,1,0,0,44.95,2168.9,0,2067.7000000000003,7.6346756696490035
3521-HTQTV,34,1,2,0,26.1,980.35,0,887.4000000000001,6.789422092020272
3744-ZBHON,3,1,0,2,20.2,65.95,0,60.599999999999994,4.120661870539474
3373-DIUUN,30,1,2,3,21.25,711.9,0,637.5,6.459121675472594
8383-SGHJU,33,1,1,2,59.4,1952.8,0,1960.2,7.581311809777079
7607-QKKTJ,45,1,1,1,95.0,4368.85,0,4275.0,8.360773272144936
7707-PYBBH,40,1,0,3,61.9,2647.1,0,2476.0,7.814803429489359
8984-HPEMB,71,1,2,2,118.65,8477.6,0,8424.15,9.038976559216373
4349-GFQHK,1,1,0,2,54.35,54.35,1,54.35,4.013676659154646
4139-DETXS,72,0,2,0,64.45,4528.0,0,4640.400000000001,8.442771323848659
9779-DPNEJ,22,1,0,2,80.15,1790.65,0,1763.3000000000002,7.47550929013402
9805-FILKB,46,1,1,0,20.2,845.6,0,929.1999999999999,6.835399616789997
5793-YOLJN,55,1,2,3,21.0,1210.3,0,1155.0,7.052721049232323
0673-IGUQO,1,1,0,3,20.45,20.45,0,20.45,3.065724645374026
4123-FCVCB,12,1,1,3,75.85,854.45,0,910.1999999999999,6.814762412132972
8819-IMISP,31,1,0,2,80.45,2429.1,0,2493.9500000000003,7.822023967904654
7802-EFKNY,5,0,0,2,24.95,100.4,1,124.75,4.8342958089798485
8311-UEUAB,67,1,2,2,75.5,5229.45,0,5058.5,8.529022943169815
5858-EAFCZ,1,1,0,3,44.45,44.45,0,44.45,3.816612820623488
8035-BUYVG,40,0,1,2,42.35,1716.45,1,1694.0,7.43543801981455
1163-ONYEY,41,1,0,1,74.55,3023.55,0,3056.5499999999997,8.025369220657378
9787-XVQIU,1,1,0,2,75.3,75.3,1,75.3,4.334672938290411
8945-MUQUF,51,1,1,2,94.8,4837.6,1,4834.8,8.483801854386511
5656-MJEFC,42,0,2,1,48.15,2032.3,0,2022.3,7.6124851207851485
6082-OQFBA,23,1,1,3,19.65,436.9,0,451.95,6.115781744115297
8051-HJRLT,1,1,0,2,70.55,70.55,1,70.55,4.27039650600246
8974-OVACP,1,1,0,3,20.15,20.15,0,20.15,3.0516399054922867
4010-YLMVT,56,1,0,1,106.6,5893.95,0,5969.599999999999,8.69460270384917
1379-FRVEB,15,1,0,2,91.0,1430.05,0,1365.0,7.2196420401307355
8612-GXIDD,12,1,2,0,25.4,313.0,0,304.79999999999995,5.722931293494962
6288-CHQJB,54,1,2,0,69.95,3871.85,0,3777.3,8.237029452002579
8160-HOWOX,7,1,0,2,66.85,458.1,0,467.94999999999993,6.150496152954948
3023-GFLBR,33,1,0,1,86.15,2745.7,1,2842.9500000000003,7.952949209896575
6648-INWPS,16,1,0,2,20.15,341.35,0,322.4,5.778889947143006
4223-BKEOR,21,1,1,3,64.85,1336.8,0,1361.85,7.217333374283138
4079-VTGLK,30,1,2,2,74.85,2181.75,0,2245.5,7.717128728510215
1763-WQFUK,3,1,0,3,50.5,147.75,0,151.5,5.0271645960474665
1391-UBDAR,11,1,0,2,72.9,818.45,0,801.9000000000001,6.688230173190639
8894-JVDCV,62,1,1,1,115.05,7133.45,0,7133.099999999999,8.872641383202147
2023-VQFDL,18,1,0,2,19.0,348.8,0,342.0,5.8377304471659395
1345-GKDZZ,6,1,0,3,19.55,128.6,0,117.30000000000001,4.773223770984341
2014-MKGMH,46,1,1,2,101.1,4674.4,0,4650.599999999999,8.444966525418888
5628-FCGYG,21,1,0,2,84.1,1737.45,0,1766.1,7.4770950638140095
2560-WBWXF,68,1,2,0,24.15,1498.85,0,1642.1999999999998,7.4044008391742935
0248-IPDFW,1,1,0,2,50.1,50.1,0,50.1,3.933784497209659
7978-DKUQH,25,1,0,2,74.6,1797.75,0,1864.9999999999998,7.531552381407289
4335-UPJSI,24,1,2,3,19.75,498.1,0,474.0,6.163314804034641
0524-IAVZO,30,1,0,2,85.0,2624.25,1,2550.0,7.844240718141811
2737-YNGYW,2,1,0,2,80.55,184.1,1,161.1,5.08821342874163
1784-EZDKJ,51,1,1,0,106.8,5498.8,0,5446.8,8.602967136435963
9297-FVVDH,57,1,2,2,84.5,4845.4,0,4816.5,8.48001040028852
8007-YYPWD,15,1,2,0,25.05,369.1,0,375.75,5.931581837506605
7101-HRBLJ,72,1,2,0,83.7,6096.9,0,6026.400000000001,8.704071019291405
5159-YFPKQ,2,1,0,2,75.8,160.75,1,151.6,5.027820118850356
6635-CPNUN,28,1,0,1,96.6,2684.35,0,2704.7999999999997,7.90315289616926
4021-RQSNY,29,1,0,2,98.5,3004.15,1,2856.5,7.957702395668965
5453-YBTWV,70,1,2,1,101.1,6994.8,0,7077.0,8.864746660905409
5039-LZRQT,13,1,1,3,20.2,273.25,0,262.59999999999997,5.574432802628352
2931-VUVJN,59,1,1,2,94.05,5483.9,0,5548.95,8.62154419769089
9061-TIHDA,13,1,0,2,95.25,1233.65,1,1238.25,7.122261636900683
8699-ASUFO,7,1,0,3,74.4,527.9,1,520.8000000000001,6.257284372702628
6418-PIQSP,62,1,2,3,81.0,4985.9,0,5022.0,8.521782643750045
8220-OCUFY,21,1,1,2,60.25,1258.35,0,1265.25,7.143815055562893
3995-WFCSM,2,1,0,2,60.85,111.4,0,121.7,4.809742351716865
1895-QTKDO,1,1,0,1,43.95,43.95,0,43.95,3.8055507609176296
2038-OEQZH,4,1,0,2,86.05,308.1,0,344.2,5.844123959209273
1178-PZGAB,19,1,1,1,20.25,383.65,0,384.75,5.95518949124327
7927-AUXBZ,30,1,0,2,85.15,2555.9,1,2554.5,7.846003178208334
2626-VEEWG,67,1,2,1,19.4,1284.2,0,1299.8,7.170734738793546
2878-RMWXY,72,1,2,1,102.65,7550.3,0,7390.8,8.908126556678436
1657-DYMBM,53,1,2,1,19.9,1110.05,0,1054.6999999999998,6.961959332995649
7311-MQJCH,5,1,1,2,19.55,99.6,0,97.75,4.592591403781231
7375-WMVMT,71,1,2,1,95.5,6707.15,0,6780.5,8.82195359540277
1136-XGEQU,50,1,1,1,84.15,4164.4,0,4207.5,8.34486156865163
2530-FMFXO,56,1,2,2,103.2,5873.75,0,5779.2,8.66219356314391
6844-DZKRF,2,1,0,1,50.2,109.25,0,100.4,4.619073091157083
4695-WJZUE,2,1,0,2,88.55,179.25,1,177.1,5.182345190295616
7619-ODSGN,24,1,0,2,54.75,1338.15,1,1314.0,7.181591944611865
5970-GHJAW,46,1,2,1,19.95,862.4,0,917.6999999999999,6.822959627277421
8879-XUAHX,71,1,2,2,116.25,8564.75,0,8253.75,9.018544071219685
3689-MOZGR,29,0,0,2,31.2,926.2,0,904.8,6.808818531122114
4195-PNGZS,69,1,2,0,24.45,1718.2,0,1687.05,7.431329295570294
5003-XZWWO,71,1,2,1,84.2,5956.85,0,5978.2,8.69604205873122
3988-RQIXO,1,1,0,2,91.3,91.3,1,91.3,4.525044141508807
7622-FWGEW,56,1,2,0,85.65,4824.45,0,4796.400000000001,8.47582938347493
6922-NCEDI,56,1,1,3,21.2,1238.65,0,1187.2,7.080194835921641
2514-GINMM,1,1,0,2,79.5,79.5,1,79.5,4.388257184424518
9891-NQDBD,28,1,1,3,25.55,672.2,0,715.4,6.574238670186556
6131-IUNXN,19,1,0,3,20.2,382.2,0,383.8,5.952723718791551
8548-AWOFC,66,1,0,2,63.85,4264.6,0,4214.1,8.346428594946936
9798-DRYDS,17,1,1,3,61.95,1070.7,0,1053.15,6.9604900339660025
8532-UEFWH,52,1,2,3,25.75,1345.85,0,1339.0,7.200424892944957
6296-DDOOR,19,1,1,2,58.2,1045.25,0,1105.8,7.0092282479127705
7951-VRDVK,36,1,1,0,85.85,3003.55,0,3090.6,8.036444035232716
5931-FLJJF,7,1,0,3,70.1,467.55,1,490.69999999999993,6.197868774417894
4815-YOSUK,72,1,1,1,104.9,7537.5,0,7552.8,8.929806026882721
2659-VXMWZ,67,1,1,2,111.3,7482.1,1,7457.099999999999,8.917055969069361
0380-NEAVX,34,1,1,2,99.85,3343.15,0,3394.8999999999996,8.130324100590146
3207-OYBWH,57,1,0,0,95.25,5427.05,1,5429.25,8.599740452383802
4285-GYRQC,7,1,0,2,86.25,587.1,1,603.75,6.404815149490137
7216-EWTRS,1,1,0,2,100.8,100.8,1,100.8,4.623010104116422
4365-MSDYN,8,1,0,0,19.55,161.15,0,156.4,5.058790335983303
7036-TYDEC,69,1,2,2,104.0,7028.5,0,7176.0,8.878636747430072
5802-ADBRC,50,1,1,3,104.4,5232.9,0,5220.0,8.560444233410552
8076-FEZKJ,10,1,1,3,19.5,225.85,0,195.0,5.278114659230517
5197-YPYBZ,12,1,2,1,25.25,274.7,0,303.0,5.717027701406222
8337-MSSXB,14,1,0,2,86.3,1180.95,1,1208.2,7.097714262905303
4312-GVYNH,70,0,2,0,49.85,3370.2,0,3489.5,8.157800271410457
8495-LJDFO,64,1,0,0,108.95,7111.3,0,6972.8,8.849915548877718
0839-JTCUD,66,1,2,1,89.9,5958.85,0,5933.400000000001,8.688521206735327
5494-WOZRZ,71,1,2,1,82.0,5999.85,0,5822.0,8.66957087183712
1302-UHBDD,20,1,0,2,89.95,1648.45,0,1799.0,7.495541943884256
2234-EOFPT,72,1,2,0,79.35,5753.25,0,5713.2,8.65070958392826
8619-IJNDK,71,1,2,1,64.05,4492.9,0,4547.55,8.422563779836633
8378-LKJAF,38,1,0,1,101.15,3956.7,0,3843.7000000000003,8.254450855488738
8182-BJDSI,28,1,0,2,89.95,2625.55,1,2518.6,7.831855437747774
2528-HFYZX,17,1,0,2,76.45,1233.4,1,1299.65,7.170619418491279
1153-GNOLC,33,0,1,2,39.1,1309.0,0,1290.3,7.163404741852606
3298-QEICA,23,0,2,3,34.6,813.45,0,795.8000000000001,6.6806037062703885
0788-DXBFY,58,1,1,2,19.55,1108.8,0,1133.9,7.034299820307093
3597-YASZG,70,1,2,0,104.45,7349.35,0,7311.5,8.897340491540112
3496-LFSZU,4,1,0,2,70.5,294.2,0,282.0,5.645446897643238
5242-UOWHD,45,1,2,3,20.35,929.2,0,915.7500000000001,6.820834806951436
2482-CZGBB,10,1,0,2,70.0,740.0,1,700.0,6.55250788703459
6479-SZPLM,36,1,2,1,19.45,754.5,0,700.1999999999999,6.552793153047079
8097-VBQTZ,54,1,0,3,69.9,3883.3,0,3774.6000000000004,8.236314589450789
4500-HKANN,23,1,2,3,59.7,1414.2,0,1373.1000000000001,7.225554250337729
9917-KWRBE,41,1,1,1,78.35,3211.2,0,3212.35,8.075069285645021
3420-ZDBMA,5,1,0,3,71.45,371.6,0,357.25,5.881231066708281
2212-LYASK,27,0,1,1,45.85,1246.4,0,1237.95,7.122019525689752
1393-IMKZG,1,1,0,2,95.85,95.85,0,95.85,4.573163389853005
8069-RHUXK,67,0,2,1,35.7,2545.7,0,2391.9,7.780261298485271
3398-GCPMU,72,1,2,1,89.55,6448.85,0,6447.599999999999,8.771618331966566
2908-WGAXL,56,1,2,1,24.95,1468.9,0,1397.2,7.242940974077885
3378-AJRAO,44,1,1,2,24.85,1013.6,0,1093.4,6.997961546868286
1013-QCWAM,66,1,0,2,100.8,6690.75,0,6652.8,8.802943399018192
0866-QLSIR,34,1,1,3,64.4,2088.75,1,2189.6000000000004,7.691930757889646
6050-FFXES,69,1,2,0,105.35,7240.65,0,7269.15,8.89153220305199
7181-BQYBV,1,1,0,2,102.45,102.45,1,102.45,4.639088404191552
0362-RAOQO,40,1,2,1,19.65,830.25,0,786.0,6.668228248417403
9554-DFKIC,30,1,0,0,54.45,1588.7,0,1633.5,7.3990922261642655
5527-ACHSO,11,1,0,3,70.5,829.3,0,775.5,6.6547966425887415
0829-DDVLK,15,1,1,1,20.1,302.45,0,301.5,5.7120812774708964
1399-UBQIU,11,1,0,2,69.35,712.25,0,762.8499999999999,6.638371434811732
1813-JLKWR,64,1,1,0,19.8,1336.65,0,1267.2,7.145353851265932
0336-PIKEI,72,1,2,0,74.4,5360.75,0,5356.8,8.586308722046915
7322-OCWHC,72,1,2,0,93.05,6735.05,0,6699.599999999999,8.8099523536083
9537-VHDTA,1,1,0,3,51.2,51.2,0,51.2,3.955082494888593
4957-TIALW,15,1,1,1,65.6,1010.0,0,983.9999999999999,6.892641641172089
2054-PJOCK,60,1,1,1,80.55,4847.05,0,4833.0,8.483429561263428
9150-HEPMB,56,1,1,3,52.7,3019.7,0,2951.2000000000003,7.990305934102897
9030-QGZNL,8,1,2,3,20.85,161.65,0,166.8,5.122772794033106
6204-IEUXJ,3,1,0,1,80.1,217.55,1,240.29999999999998,5.486040972630986
3126-WQMGH,49,1,0,1,52.15,2583.75,0,2555.35,7.846335738830353
4529-CKBCL,2,1,0,2,80.2,146.05,1,160.4,5.083885755835849
2506-CLAKW,6,1,0,0,98.15,567.45,1,588.9000000000001,6.3799530310090296
7176-WRTNX,70,1,2,0,114.95,7711.25,0,8046.5,8.993116763172964
1583-IHQZE,12,1,0,3,112.95,1384.75,1,1355.4,7.212589410251484
5732-IKGQH,52,1,1,0,104.45,5481.25,0,5431.400000000001,8.600136304229913
9239-GZHZE,72,1,2,1,113.65,8124.2,0,8182.8,9.009911869405189
7205-BAIAD,40,1,2,0,20.6,827.3,0,824.0,6.715383386334681
0151-ONTOV,1,1,0,3,70.9,70.9,1,70.9,4.275276264727001
4140-MUHUG,3,1,0,2,86.85,220.95,1,260.54999999999995,5.5666254698166195
0093-EXYQL,40,1,0,2,91.55,3673.6,0,3662.0,8.206037762778815
8064-RAVOH,1,1,0,2,49.85,49.85,0,49.85,3.928880122494569
0219-QAERP,30,1,1,1,19.8,576.65,0,594.0,6.38856140554563
0320-JDNQG,23,1,0,2,99.85,2331.3,1,2296.5499999999997,7.739598616778673
7180-PISOG,1,1,0,2,74.5,74.5,1,74.5,4.324132656254979
9168-INPSZ,44,1,0,2,104.15,4495.65,0,4582.6,8.430239994552293
3571-RFHAR,65,1,0,2,109.15,6941.2,1,7094.75,8.867251292252663
0015-UOCOJ,7,1,0,2,48.2,340.35,0,337.40000000000003,5.824228627732069
5334-AFQJB,72,1,2,1,25.1,1789.9,0,1807.2,7.500087154303266
